Name	Type	Microbiome	Sample_accession	Comments	Study_accession
	amplicon	sheep	SRR14342540		PRJNA723543
	amplicon	sheep	SRR14342541		PRJNA723543
	amplicon	sheep	SRR14342542		PRJNA723543
	amplicon	sheep	SRR14342543		PRJNA723543
	amplicon	sheep	SRR14342544		PRJNA723543
	amplicon	sheep	SRR14342545		PRJNA723543
	amplicon	sheep	SRR14342546		PRJNA723543
	amplicon	sheep	SRR14342547		PRJNA723543
	amplicon	sheep	SRR14342548		PRJNA723543
	amplicon	sheep	SRR14342549		PRJNA723543
	amplicon	sheep	SRR14342550		PRJNA723543
	amplicon	sheep	SRR14342551		PRJNA723543
	amplicon	sheep	SRR14342552		PRJNA723543
	amplicon	sheep	SRR14342553		PRJNA723543
	amplicon	sheep	SRR14342554		PRJNA723543
	amplicon	sheep	SRR14342555		PRJNA723543
	amplicon	sheep	SRR14342556		PRJNA723543
	amplicon	sheep	SRR14342557		PRJNA723543
	amplicon	sheep	SRR14342558		PRJNA723543
	amplicon	sheep	SRR14342559		PRJNA723543
	amplicon	sheep	SRR14342560		PRJNA723543
	amplicon	sheep	SRR14342561		PRJNA723543
	amplicon	sheep	SRR14342562		PRJNA723543
	amplicon	sheep	SRR14342563		PRJNA723543
	amplicon	sheep	SRR14342564		PRJNA723543
	amplicon	sheep	SRR14342565		PRJNA723543
	amplicon	sheep	SRR14342566		PRJNA723543
	amplicon	sheep	SRR14342567		PRJNA723543
	amplicon	sheep	SRR14342568		PRJNA723543
	amplicon	sheep	SRR14342569		PRJNA723543
	amplicon	sheep	SRR14342570		PRJNA723543
	amplicon	sheep	SRR14342571		PRJNA723543
	amplicon	sheep	SRR14342572		PRJNA723543
	amplicon	sheep	SRR14342573		PRJNA723543
	amplicon	sheep	SRR14342574		PRJNA723543
	amplicon	sheep	SRR14342575		PRJNA723543
	amplicon	sheep	SRR14342576		PRJNA723543
	amplicon	sheep	SRR14342577		PRJNA723543
	amplicon	sheep	SRR14342578		PRJNA723543
	amplicon	sheep	SRR14342579		PRJNA723543
	amplicon	sheep	SRR14342580		PRJNA723543
	amplicon	sheep	SRR14342581		PRJNA723543
	amplicon	sheep	SRR14342582		PRJNA723543
	amplicon	sheep	SRR14342583		PRJNA723543
	amplicon	sheep	SRR14342584		PRJNA723543
	amplicon	sheep	SRR14342585		PRJNA723543
	amplicon	sheep	SRR14342586		PRJNA723543
	amplicon	sheep	SRR14342587		PRJNA723543
	amplicon	sheep	SRR14342588		PRJNA723543
	amplicon	sheep	SRR14342589		PRJNA723543
	amplicon	sheep	SRR14342590		PRJNA723543
	amplicon	sheep	SRR14342591		PRJNA723543
	amplicon	sheep	SRR14342592		PRJNA723543
	amplicon	sheep	SRR14342593		PRJNA723543
	amplicon	sheep	SRR14342594		PRJNA723543
	amplicon	sheep	SRR14342595		PRJNA723543
	amplicon	sheep	SRR14342596		PRJNA723543
	amplicon	sheep	SRR14342597		PRJNA723543
	amplicon	sheep	SRR14342598		PRJNA723543
	amplicon	sheep	SRR14342599		PRJNA723543
	amplicon	sheep	SRR14342600		PRJNA723543
	amplicon	sheep	SRR14342601		PRJNA723543
	amplicon	sheep	SRR14342602		PRJNA723543
	amplicon	sheep	SRR14342603		PRJNA723543
	amplicon	sheep	SRR14342604		PRJNA723543
	amplicon	sheep	SRR14342605		PRJNA723543
	amplicon	sheep	SRR14342606		PRJNA723543
	amplicon	sheep	SRR14342607		PRJNA723543
	amplicon	sheep	SRR14342608		PRJNA723543
	amplicon	sheep	SRR14342609		PRJNA723543
	amplicon	sheep	SRR14342610		PRJNA723543
	amplicon	sheep	SRR14342611		PRJNA723543
	amplicon	sheep	SRR14342612		PRJNA723543
	amplicon	sheep	SRR14342613		PRJNA723543
	amplicon	sheep	SRR14342614		PRJNA723543
	amplicon	sheep	SRR14342615		PRJNA723543
	amplicon	sheep	SRR14342616		PRJNA723543
	amplicon	sheep	SRR14342617		PRJNA723543
	amplicon	sheep	SRR14342618		PRJNA723543
	amplicon	sheep	SRR14342619		PRJNA723543
	amplicon	sheep	SRR14342620		PRJNA723543
	amplicon	sheep	SRR14342621		PRJNA723543
	amplicon	sheep	SRR14342622		PRJNA723543
	amplicon	sheep	SRR14342623		PRJNA723543
	amplicon	sheep	SRR14342624		PRJNA723543
	amplicon	sheep	SRR14342625		PRJNA723543
	amplicon	sheep	SRR14342626		PRJNA723543
	amplicon	sheep	SRR14342627		PRJNA723543
	amplicon	sheep	SRR14342628		PRJNA723543
	amplicon	sheep	SRR14342629		PRJNA723543
	amplicon	sheep	SRR14342630		PRJNA723543
	amplicon	sheep	SRR14342631		PRJNA723543
	amplicon	sheep	SRR14342632		PRJNA723543
	amplicon	sheep	SRR14342633		PRJNA723543
	amplicon	sheep	SRR14342634		PRJNA723543
	amplicon	sheep	SRR14342635		PRJNA723543
	amplicon	sheep	SRR14342636		PRJNA723543
	amplicon	sheep	SRR14342637		PRJNA723543
	amplicon	sheep	SRR14342638		PRJNA723543
	amplicon	sheep	SRR14342639		PRJNA723543
	amplicon	sheep	SRR14342640		PRJNA723543
	amplicon	sheep	SRR14342641		PRJNA723543
	amplicon	sheep	SRR14342642		PRJNA723543
	amplicon	sheep	SRR14342643		PRJNA723543
	amplicon	sheep	SRR14342644		PRJNA723543
	amplicon	sheep	SRR14342645		PRJNA723543
	amplicon	sheep	SRR14342646		PRJNA723543
	amplicon	sheep	SRR14342647		PRJNA723543
	amplicon	sheep	SRR14342648		PRJNA723543
	amplicon	sheep	SRR14342649		PRJNA723543
	amplicon	sheep	SRR14342650		PRJNA723543
	amplicon	sheep	SRR14342651		PRJNA723543
	amplicon	sheep	SRR14342652		PRJNA723543
	amplicon	sheep	SRR14342653		PRJNA723543
	amplicon	sheep	SRR14342654		PRJNA723543
	amplicon	sheep	SRR14342655		PRJNA723543
	amplicon	sheep	SRR14342656		PRJNA723543
	amplicon	sheep	SRR14342657		PRJNA723543
	amplicon	sheep	SRR14342658		PRJNA723543
	amplicon	sheep	SRR14342659		PRJNA723543
	amplicon	sheep	SRR14342660		PRJNA723543
	amplicon	sheep	SRR14342661		PRJNA723543
	amplicon	sheep	SRR14342662		PRJNA723543
	amplicon	sheep	SRR14342663		PRJNA723543
	amplicon	sheep	SRR14342664		PRJNA723543
	amplicon	sheep	SRR14342665		PRJNA723543
	amplicon	sheep	SRR14342666		PRJNA723543
	amplicon	sheep	SRR14342667		PRJNA723543
	amplicon	sheep	SRR14342668		PRJNA723543
	amplicon	sheep	SRR14342669		PRJNA723543
	amplicon	sheep	SRR14342670		PRJNA723543
	amplicon	sheep	SRR14342671		PRJNA723543
	amplicon	sheep	SRR14342672		PRJNA723543
	amplicon	sheep	SRR14342673		PRJNA723543
	amplicon	sheep	SRR14342674		PRJNA723543
	amplicon	sheep	SRR14342675		PRJNA723543
	amplicon	sheep	SRR14342676		PRJNA723543
	amplicon	sheep	SRR14342677		PRJNA723543
	amplicon	sheep	SRR14342678		PRJNA723543
	amplicon	sheep	SRR14342679		PRJNA723543
	amplicon	sheep	SRR14342680		PRJNA723543
	amplicon	sheep	SRR14342681		PRJNA723543
	amplicon	sheep	SRR14342682		PRJNA723543
	amplicon	sheep	SRR14342683		PRJNA723543
	amplicon	sheep	SRR14342684		PRJNA723543
	amplicon	sheep	SRR14342685		PRJNA723543
	amplicon	sheep	SRR14342686		PRJNA723543
	amplicon	sheep	SRR14342687		PRJNA723543
	amplicon	sheep	SRR14342688		PRJNA723543
	amplicon	sheep	SRR14342689		PRJNA723543
	amplicon	sheep	SRR14342690		PRJNA723543
	amplicon	sheep	SRR14342691		PRJNA723543
	amplicon	sheep	SRR14342692		PRJNA723543
	amplicon	sheep	SRR14342693		PRJNA723543
	amplicon	sheep	SRR14342694		PRJNA723543
	amplicon	sheep	SRR14342695		PRJNA723543
	amplicon	sheep	SRR14342696		PRJNA723543
	amplicon	sheep	SRR14342697		PRJNA723543
	amplicon	sheep	SRR14342698		PRJNA723543
	amplicon	sheep	SRR14342699		PRJNA723543
	amplicon	sheep	SRR14342700		PRJNA723543
	amplicon	sheep	SRR14342701		PRJNA723543
	amplicon	sheep	SRR14342702		PRJNA723543
	amplicon	sheep	SRR14342703		PRJNA723543
	amplicon	sheep	SRR14342704		PRJNA723543
	amplicon	sheep	SRR14342705		PRJNA723543
	amplicon	sheep	SRR14342706		PRJNA723543
	amplicon	sheep	SRR14342707		PRJNA723543
	amplicon	sheep	SRR14342708		PRJNA723543
	amplicon	sheep	SRR14342709		PRJNA723543
	amplicon	sheep	SRR14342710		PRJNA723543
	amplicon	sheep	SRR14342711		PRJNA723543
	amplicon	sheep	SRR14342712		PRJNA723543
	amplicon	sheep	SRR14342713		PRJNA723543
	amplicon	sheep	SRR14342714		PRJNA723543
	amplicon	sheep	SRR14342715		PRJNA723543
	amplicon	sheep	SRR14342716		PRJNA723543
	amplicon	sheep	SRR14342717		PRJNA723543
	amplicon	sheep	SRR14342718		PRJNA723543
	amplicon	sheep	SRR14342719		PRJNA723543
	amplicon	sheep	SRR14342720		PRJNA723543
	amplicon	sheep	SRR14342721		PRJNA723543
	amplicon	sheep	SRR14342722		PRJNA723543
	amplicon	sheep	SRR14342723		PRJNA723543
	amplicon	sheep	SRR14342724		PRJNA723543
	amplicon	sheep	SRR14342725		PRJNA723543
	amplicon	sheep	SRR14342726		PRJNA723543
	amplicon	sheep	SRR14342727		PRJNA723543
	amplicon	sheep	SRR14342728		PRJNA723543
	amplicon	sheep	SRR14342729		PRJNA723543
	amplicon	sheep	SRR14342730		PRJNA723543
	amplicon	sheep	SRR14342731		PRJNA723543
	amplicon	sheep	SRR14342732		PRJNA723543
	amplicon	sheep	SRR14342733		PRJNA723543
	amplicon	sheep	SRR14342734		PRJNA723543
	amplicon	sheep	SRR14342735		PRJNA723543
	amplicon	sheep	SRR14342736		PRJNA723543
	amplicon	sheep	SRR14342737		PRJNA723543
	amplicon	sheep	SRR14342738		PRJNA723543
	amplicon	sheep	SRR14342739		PRJNA723543
	amplicon	sheep	SRR14342740		PRJNA723543
	amplicon	sheep	SRR14342741		PRJNA723543
	amplicon	sheep	SRR14342742		PRJNA723543
	amplicon	sheep	SRR14342743		PRJNA723543
	amplicon	sheep	SRR14342744		PRJNA723543
	amplicon	sheep	SRR14342745		PRJNA723543
	amplicon	sheep	SRR14342746		PRJNA723543
	amplicon	sheep	SRR14342747		PRJNA723543
	amplicon	sheep	SRR14342748		PRJNA723543
	amplicon	sheep	SRR14342749		PRJNA723543
	amplicon	sheep	SRR14342750		PRJNA723543
	amplicon	sheep	SRR14342751		PRJNA723543
	amplicon	sheep	SRR14342752		PRJNA723543
	amplicon	sheep	SRR14342753		PRJNA723543
	amplicon	sheep	SRR14342754		PRJNA723543
	amplicon	sheep	SRR14342755		PRJNA723543
	amplicon	sheep	SRR14342756		PRJNA723543
	amplicon	sheep	SRR14342757		PRJNA723543
	amplicon	sheep	SRR14342758		PRJNA723543
	amplicon	sheep	SRR14342759		PRJNA723543
	amplicon	sheep	SRR14342760		PRJNA723543
	amplicon	sheep	SRR14342761		PRJNA723543
	amplicon	sheep	SRR14342762		PRJNA723543
	amplicon	sheep	SRR14342763		PRJNA723543
	amplicon	sheep	SRR14342764		PRJNA723543
	amplicon	sheep	SRR14342765		PRJNA723543
	amplicon	sheep	SRR14342766		PRJNA723543
	amplicon	sheep	SRR14342767		PRJNA723543
	amplicon	sheep	SRR14342768		PRJNA723543
	amplicon	sheep	SRR14342769		PRJNA723543
	amplicon	sheep	SRR14342770		PRJNA723543
	amplicon	sheep	SRR14342771		PRJNA723543
	amplicon	sheep	SRR14342772		PRJNA723543
	amplicon	sheep	SRR14342773		PRJNA723543
	amplicon	sheep	SRR14342774		PRJNA723543
	amplicon	sheep	SRR14342775		PRJNA723543
	amplicon	sheep	SRR14342776		PRJNA723543
	amplicon	sheep	SRR14342777		PRJNA723543
	amplicon	sheep	SRR14342778		PRJNA723543
	amplicon	sheep	SRR14342779		PRJNA723543
	amplicon	sheep	SRR14342780		PRJNA723543
	amplicon	sheep	SRR14342781		PRJNA723543
	amplicon	sheep	SRR14342782		PRJNA723543
	amplicon	sheep	SRR14342783		PRJNA723543
	amplicon	sheep	SRR14342784		PRJNA723543
	amplicon	sheep	SRR14342785		PRJNA723543
	amplicon	sheep	SRR14342786		PRJNA723543
	amplicon	sheep	SRR14342787		PRJNA723543
	amplicon	sheep	SRR14342788		PRJNA723543
	amplicon	sheep	SRR14342789		PRJNA723543
	amplicon	sheep	SRR14342790		PRJNA723543
	amplicon	sheep	SRR14342791		PRJNA723543
	amplicon	sheep	SRR14342792		PRJNA723543
	amplicon	sheep	SRR14342793		PRJNA723543
	amplicon	sheep	SRR14342794		PRJNA723543
	amplicon	sheep	SRR14342795		PRJNA723543
	amplicon	sheep	SRR14342796		PRJNA723543
	amplicon	sheep	SRR14342797		PRJNA723543
	amplicon	sheep	SRR14342798		PRJNA723543
	amplicon	sheep	SRR14342799		PRJNA723543
	amplicon	sheep	SRR14342800		PRJNA723543
	amplicon	sheep	SRR14342801		PRJNA723543
	amplicon	sheep	SRR14342802		PRJNA723543
	amplicon	sheep	SRR14342803		PRJNA723543
	amplicon	sheep	SRR14342804		PRJNA723543
	amplicon	sheep	SRR14342805		PRJNA723543
	amplicon	sheep	SRR14342806		PRJNA723543
	amplicon	sheep	SRR14342807		PRJNA723543
	amplicon	sheep	SRR14342808		PRJNA723543
	amplicon	sheep	SRR14342809		PRJNA723543
	amplicon	sheep	SRR14342810		PRJNA723543
	amplicon	sheep	SRR14342811		PRJNA723543
	amplicon	sheep	SRR14342812		PRJNA723543
	amplicon	sheep	SRR14342813		PRJNA723543
	amplicon	sheep	SRR14342814		PRJNA723543
	amplicon	sheep	SRR14342815		PRJNA723543
	amplicon	sheep	SRR14342816		PRJNA723543
	amplicon	sheep	SRR14342817		PRJNA723543
	amplicon	sheep	SRR14342818		PRJNA723543
	amplicon	sheep	SRR14342819		PRJNA723543
	amplicon	sheep	SRR14342820		PRJNA723543
	amplicon	sheep	SRR14342821		PRJNA723543
	amplicon	sheep	SRR14342822		PRJNA723543
	amplicon	sheep	SRR14342823		PRJNA723543
	amplicon	sheep	SRR14342824		PRJNA723543
	amplicon	sheep	SRR14342825		PRJNA723543
	amplicon	sheep	SRR14342826		PRJNA723543
	amplicon	sheep	SRR14342827		PRJNA723543
	amplicon	sheep	SRR14342828		PRJNA723543
	amplicon	sheep	SRR14342829		PRJNA723543
	amplicon	sheep	SRR14342830		PRJNA723543
	amplicon	sheep	SRR14342831		PRJNA723543
	amplicon	sheep	SRR14342832		PRJNA723543
	amplicon	sheep	SRR14342833		PRJNA723543
	amplicon	sheep	SRR14342834		PRJNA723543
	amplicon	sheep	SRR14342835		PRJNA723543
	amplicon	sheep	SRR14342836		PRJNA723543
	amplicon	sheep	SRR14342837		PRJNA723543
	amplicon	sheep	SRR14342838		PRJNA723543
	amplicon	sheep	SRR14342839		PRJNA723543
	amplicon	sheep	SRR14342840		PRJNA723543
	amplicon	sheep	SRR14342841		PRJNA723543
	amplicon	sheep	SRR18749674		PRJNA723543
	amplicon	sheep	SRR18749675		PRJNA723543
	amplicon	sheep	SRR18749677		PRJNA723543
	amplicon	sheep	SRR18749679		PRJNA723543
	amplicon	sheep	SRR18749681		PRJNA723543
	amplicon	sheep	SRR18749683		PRJNA723543
	amplicon	sheep	SRR18749685		PRJNA723543
	amplicon	sheep	SRR18749686		PRJNA723543
	amplicon	sheep	SRR18749689		PRJNA723543
	amplicon	sheep	SRR18749690		PRJNA723543
	amplicon	sheep	SRR18749692		PRJNA723543
	amplicon	sheep	SRR18749693		PRJNA723543
	amplicon	sheep	SRR18749695		PRJNA723543
	amplicon	sheep	SRR18749697		PRJNA723543
	amplicon	sheep	SRR18749699		PRJNA723543
	amplicon	sheep	SRR18749702		PRJNA723543
	amplicon	sheep	SRR18749703		PRJNA723543
	amplicon	sheep	SRR18749705		PRJNA723543
	amplicon	sheep	SRR18749707		PRJNA723543
	amplicon	sheep	SRR18749708		PRJNA723543
	amplicon	sheep	SRR18749711		PRJNA723543
	amplicon	sheep	SRR18749712		PRJNA723543
	amplicon	sheep	SRR18749714		PRJNA723543
	amplicon	sheep	SRR18749715		PRJNA723543
	amplicon	sheep	SRR18749719		PRJNA723543
	amplicon	sheep	SRR18749720		PRJNA723543
	amplicon	sheep	SRR18749721		PRJNA723543
	amplicon	sheep	SRR18749723		PRJNA723543
	amplicon	sheep	SRR18749724		PRJNA723543
	amplicon	sheep	SRR18749725		PRJNA723543
	amplicon	sheep	SRR18749728		PRJNA723543
	amplicon	sheep	SRR18749729		PRJNA723543
	amplicon	sheep	SRR18749730		PRJNA723543
	amplicon	sheep	SRR18749731		PRJNA723543
	amplicon	sheep	SRR18749735		PRJNA723543
	amplicon	sheep	SRR18749740		PRJNA723543
	amplicon	sheep	SRR18749741		PRJNA723543
	amplicon	sheep	SRR18749743		PRJNA723543
	amplicon	sheep	SRR18749745		PRJNA723543
	amplicon	sheep	SRR18749746		PRJNA723543
	amplicon	sheep	SRR18749749		PRJNA723543
	amplicon	sheep	SRR18749751		PRJNA723543
	amplicon	sheep	SRR18749753		PRJNA723543
	amplicon	sheep	SRR18749755		PRJNA723543
	amplicon	sheep	SRR18749757		PRJNA723543
	amplicon	sheep	SRR18749758		PRJNA723543
	amplicon	sheep	SRR18749760		PRJNA723543
	amplicon	sheep	SRR18749762		PRJNA723543
	amplicon	sheep	SRR18749670		PRJNA723543
	amplicon	sheep	SRR18749671		PRJNA723543
	amplicon	sheep	SRR18749672		PRJNA723543
	amplicon	sheep	SRR18749673		PRJNA723543
	amplicon	sheep	SRR18749676		PRJNA723543
	amplicon	sheep	SRR18749678		PRJNA723543
	amplicon	sheep	SRR18749680		PRJNA723543
	amplicon	sheep	SRR18749682		PRJNA723543
	amplicon	sheep	SRR18749684		PRJNA723543
	amplicon	sheep	SRR18749687		PRJNA723543
	amplicon	sheep	SRR18749688		PRJNA723543
	amplicon	sheep	SRR18749691		PRJNA723543
	amplicon	sheep	SRR18749694		PRJNA723543
	amplicon	sheep	SRR18749698		PRJNA723543
	amplicon	sheep	SRR18749700		PRJNA723543
	amplicon	sheep	SRR18749701		PRJNA723543
	amplicon	sheep	SRR18749704		PRJNA723543
	amplicon	sheep	SRR18749706		PRJNA723543
	amplicon	sheep	SRR18749709		PRJNA723543
	amplicon	sheep	SRR18749710		PRJNA723543
	amplicon	sheep	SRR18749713		PRJNA723543
	amplicon	sheep	SRR18749716		PRJNA723543
	amplicon	sheep	SRR18749717		PRJNA723543
	amplicon	sheep	SRR18749718		PRJNA723543
	amplicon	sheep	SRR18749722		PRJNA723543
	amplicon	sheep	SRR18749726		PRJNA723543
	amplicon	sheep	SRR18749727		PRJNA723543
	amplicon	sheep	SRR18749732		PRJNA723543
	amplicon	sheep	SRR18749733		PRJNA723543
	amplicon	sheep	SRR18749734		PRJNA723543
	amplicon	sheep	SRR18749736		PRJNA723543
	amplicon	sheep	SRR18749737		PRJNA723543
	amplicon	sheep	SRR18749738		PRJNA723543
	amplicon	sheep	SRR18749739		PRJNA723543
	amplicon	sheep	SRR18749742		PRJNA723543
	amplicon	sheep	SRR18749744		PRJNA723543
	amplicon	sheep	SRR18749747		PRJNA723543
	amplicon	sheep	SRR18749748		PRJNA723543
	amplicon	sheep	SRR18749750		PRJNA723543
	amplicon	sheep	SRR18749752		PRJNA723543
	amplicon	sheep	SRR18749754		PRJNA723543
	amplicon	sheep	SRR18749756		PRJNA723543
	amplicon	sheep	SRR18749759		PRJNA723543
	amplicon	sheep	SRR18749761		PRJNA723543
	amplicon	sheep	SRR18749763		PRJNA723543
	amplicon	sheep	SRR18749764		PRJNA723543
	amplicon	sheep	SRR14474973		PRJNA728434
	amplicon	sheep	SRR14474980		PRJNA728434
	amplicon	sheep	SRR14474983		PRJNA728434
	amplicon	sheep	SRR14474984		PRJNA728434
	amplicon	sheep	SRR15091371		PRJNA744569
	amplicon	sheep	SRR15091372		PRJNA744569
	amplicon	sheep	SRR15091373		PRJNA744569
	amplicon	sheep	SRR15091374		PRJNA744569
	amplicon	sheep	SRR15091375		PRJNA744569
	amplicon	sheep	SRR15091376		PRJNA744569
	amplicon	sheep	SRR15091377		PRJNA744569
	amplicon	sheep	SRR15091378		PRJNA744569
	amplicon	sheep	SRR15091379		PRJNA744569
	amplicon	rabbit	SRR15193834		PRJNA747914
	amplicon	rabbit	SRR15193665		PRJNA747914
	amplicon	rabbit	SRR15193666		PRJNA747914
	amplicon	rabbit	SRR15193667		PRJNA747914
	amplicon	rabbit	SRR15193668		PRJNA747914
	amplicon	rabbit	SRR15193669		PRJNA747914
	amplicon	rabbit	SRR15193670		PRJNA747914
	amplicon	rabbit	SRR15193671		PRJNA747914
	amplicon	rabbit	SRR15193672		PRJNA747914
	amplicon	rabbit	SRR15193673		PRJNA747914
	amplicon	rabbit	SRR15193674		PRJNA747914
	amplicon	rabbit	SRR15193675		PRJNA747914
	amplicon	rabbit	SRR15193676		PRJNA747914
	amplicon	rabbit	SRR15193677		PRJNA747914
	amplicon	rabbit	SRR15193678		PRJNA747914
	amplicon	rabbit	SRR15193679		PRJNA747914
	amplicon	rabbit	SRR15193680		PRJNA747914
	amplicon	rabbit	SRR15193681		PRJNA747914
	amplicon	rabbit	SRR15193682		PRJNA747914
	amplicon	rabbit	SRR15193683		PRJNA747914
	amplicon	rabbit	SRR15193684		PRJNA747914
	amplicon	rabbit	SRR15193685		PRJNA747914
	amplicon	rabbit	SRR15193686		PRJNA747914
	amplicon	rabbit	SRR15193687		PRJNA747914
	amplicon	rabbit	SRR15193688		PRJNA747914
	amplicon	rabbit	SRR15193689		PRJNA747914
	amplicon	rabbit	SRR15193690		PRJNA747914
	amplicon	rabbit	SRR15193691		PRJNA747914
	amplicon	rabbit	SRR15193692		PRJNA747914
	amplicon	rabbit	SRR15193693		PRJNA747914
	amplicon	rabbit	SRR15193694		PRJNA747914
	amplicon	rabbit	SRR15193695		PRJNA747914
	amplicon	rabbit	SRR15193696		PRJNA747914
	amplicon	rabbit	SRR15193697		PRJNA747914
	amplicon	rabbit	SRR15193698		PRJNA747914
	amplicon	rabbit	SRR15193699		PRJNA747914
	amplicon	rabbit	SRR15193700		PRJNA747914
	amplicon	rabbit	SRR15193701		PRJNA747914
	amplicon	rabbit	SRR15193702		PRJNA747914
	amplicon	rabbit	SRR15193703		PRJNA747914
	amplicon	rabbit	SRR15193704		PRJNA747914
	amplicon	rabbit	SRR15193705		PRJNA747914
	amplicon	rabbit	SRR15193706		PRJNA747914
	amplicon	rabbit	SRR15193707		PRJNA747914
	amplicon	rabbit	SRR15193708		PRJNA747914
	amplicon	rabbit	SRR15193709		PRJNA747914
	amplicon	rabbit	SRR15193710		PRJNA747914
	amplicon	rabbit	SRR15193711		PRJNA747914
	amplicon	rabbit	SRR15193712		PRJNA747914
	amplicon	rabbit	SRR15193713		PRJNA747914
	amplicon	rabbit	SRR15193714		PRJNA747914
	amplicon	rabbit	SRR15193715		PRJNA747914
	amplicon	rabbit	SRR15193716		PRJNA747914
	amplicon	rabbit	SRR15193717		PRJNA747914
	amplicon	rabbit	SRR15193718		PRJNA747914
	amplicon	rabbit	SRR15193719		PRJNA747914
	amplicon	rabbit	SRR15193720		PRJNA747914
	amplicon	rabbit	SRR15193721		PRJNA747914
	amplicon	rabbit	SRR15193722		PRJNA747914
	amplicon	rabbit	SRR15193723		PRJNA747914
	amplicon	rabbit	SRR15193724		PRJNA747914
	amplicon	rabbit	SRR15193725		PRJNA747914
	amplicon	rabbit	SRR15193726		PRJNA747914
	amplicon	rabbit	SRR15193727		PRJNA747914
	amplicon	rabbit	SRR15193728		PRJNA747914
	amplicon	rabbit	SRR15193729		PRJNA747914
	amplicon	rabbit	SRR15193730		PRJNA747914
	amplicon	rabbit	SRR15193731		PRJNA747914
	amplicon	rabbit	SRR15193732		PRJNA747914
	amplicon	rabbit	SRR15193733		PRJNA747914
	amplicon	rabbit	SRR15193734		PRJNA747914
	amplicon	rabbit	SRR15193735		PRJNA747914
	amplicon	rabbit	SRR15193736		PRJNA747914
	amplicon	rabbit	SRR15193737		PRJNA747914
	amplicon	rabbit	SRR15193738		PRJNA747914
	amplicon	rabbit	SRR15193739		PRJNA747914
	amplicon	rabbit	SRR15193740		PRJNA747914
	amplicon	rabbit	SRR15193741		PRJNA747914
	amplicon	rabbit	SRR15193742		PRJNA747914
	amplicon	rabbit	SRR15193743		PRJNA747914
	amplicon	rabbit	SRR15193744		PRJNA747914
	amplicon	rabbit	SRR15193745		PRJNA747914
	amplicon	rabbit	SRR15193746		PRJNA747914
	amplicon	rabbit	SRR15193747		PRJNA747914
	amplicon	rabbit	SRR15193748		PRJNA747914
	amplicon	rabbit	SRR15193749		PRJNA747914
	amplicon	rabbit	SRR15193750		PRJNA747914
	amplicon	rabbit	SRR15193751		PRJNA747914
	amplicon	rabbit	SRR15193752		PRJNA747914
	amplicon	rabbit	SRR15193753		PRJNA747914
	amplicon	rabbit	SRR15193754		PRJNA747914
	amplicon	rabbit	SRR15193755		PRJNA747914
	amplicon	rabbit	SRR15193756		PRJNA747914
	amplicon	rabbit	SRR15193757		PRJNA747914
	amplicon	rabbit	SRR15193758		PRJNA747914
	amplicon	rabbit	SRR15193759		PRJNA747914
